Issuer_Name,State_Abb,Jurisdiction_Type,Entity_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,lat,lng,formatted_address,place_id,location_type,geo_source,match_method
Connecticut State Health & Educational Facilities Authority,CT,STATE,Financing authority,Connecticut,State of Connecticut,41.7656159,-72.6695572,"Capitol Planning Region, CT, USA",ChIJl-MOLQBY5okR6480TjQjz4g,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Contra Costa County Public Financing Authority,CA,COUNTY,Financing authority,Contra Costa County,Contra Costa County,37.772074,-121.9948512,"1500 Bollinger Canyon Rd, San Ramon, CA 94583, USA",ChIJVVUVkDSNj4ARA_mXWdaXjCU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Conway County Regional Water Distribution District,AR,MULTI_JURISDICTIONAL,Regional commission,Conway County,Conway County,35.2727492,-92.6983868,"Conway County, AR, USA",ChIJ7YbQsmCXzYcRJcAPOi3YcFk,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Cook County Community Consolidated School District No 168 Sauk Village,IL,SCHOOL_DISTRICT,School district,Cook County Community Consolidated,Cook County Community Consolidated,42.1207771,-88.0370545,"580 N 1st Bank Dr, Palatine, IL 60067, USA",ChIJa-WgquykD4gRO2PsMi8UvV8,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Corning Union Elementary School District,CA,SCHOOL_DISTRICT,School district,Corning Union Elementary,Corning Union Elementary,39.9109382,-122.2427,"Corning Union Elementary School District, CA, USA",ChIJr5qVk6uMgoARrHhJrhlbuRc,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Cosumnes Community Services District,CA,SPECIAL_DISTRICT,Special district,Cosumnes Community,Cosumnes Community,38.4086159,-121.374658,"8820 Elk Grove Blvd, Elk Grove, CA 95624, USA",ChIJV99MS0DHmoARorjBUjsH5Uc,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Cottonwood Creek Municipal Utility District No 1,TX,SPECIAL_DISTRICT,Special district,Cottonwood Creek,Cottonwood Creek,31.9685988,-99.9018131,"Texas, USA",ChIJSTKCCzZwQIYRPN4IGI8c6xY,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Carroll KY,KY,COUNTY,Direct government,"Carroll County, KY","Carroll County, KY",38.6748355,-85.0649071,"Carroll County, KY, USA",ChIJ2X4E8o4baogRUtURhyymduE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Clarke AL,AL,COUNTY,Direct government,"Clarke County, AL","Clarke County, AL",31.7002461,-87.77633329999999,"Clarke County, AL, USA",ChIJQZySLbnLmogRyygQkshn9-Q,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Cullman AL Water Revenue,AL,COUNTY,Direct government,"Cullman County, AL","Cullman County, AL",34.2011537,-86.8220341,"Cullman County, AL, USA",ChIJ80bNgkhOiIgR2OiZAIYFOOI,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Douglas MN,MN,COUNTY,Direct government,"Douglas County, MN","Douglas County, MN",45.9279387,-95.4218815,"Douglas County, MN, USA",ChIJTfsW-FEaylIRLahc9CV-u-Q,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Grand Forks ND,ND,COUNTY,Direct government,"Grand Forks County, ND","Grand Forks County, ND",48.0037819,-97.3594525,"Grand Forks County, ND, USA",ChIJ_SCCNQw6xFIR8UhDKjqpxbg,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Hillsborough FL,FL,COUNTY,Direct government,"Hillsborough County, FL","Hillsborough County, FL",27.9903597,-82.3017728,"Hillsborough County, FL, USA",ChIJlY4KVxI13YgRDPMa3yohOts,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Hudson NJ,NJ,COUNTY,Direct government,"Hudson County, NJ","Hudson County, NJ",40.73286230000001,-74.0582822,"595 Newark Ave, Jersey City, NJ 07306, USA",ChIJx40I6jZXwokRj_v7F5-9HHk,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
County of King WA,WA,COUNTY,Direct government,"King County, WA","King County, WA",47.5480339,-121.9836029,"King County, WA, USA",ChIJN3gtg4xckFQRPuBki2urgOI,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Los Angeles CA,CA,COUNTY,Direct government,"Los Angeles County, CA","Los Angeles County, CA",34.3871821,-118.1122679,"Los Angeles County, CA, USA",ChIJMc1kAdMq3YARKjm9z9YofYM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Lowndes MS,MS,COUNTY,Direct government,"Lowndes County, MS","Lowndes County, MS",33.473423,-88.4403883,"Lowndes County, MS, USA",ChIJwct3cYnEhogRc4P7VVHq6ok,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Mason WA,WA,COUNTY,Direct government,"Mason County, WA","Mason County, WA",47.2158707,-123.1048283,"411 N 5th St, Shelton, WA 98584, USA",ChIJVVXlnsGXkVQRl_5zj_vsKs0,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
County of Meade KY,KY,COUNTY,Direct government,"Meade County, KY","Meade County, KY",37.9601502,-86.21584969999999,"Meade County, KY, USA",ChIJA69NksUraYgRnbtFb_RLcdw,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Milwaukee WI,WI,COUNTY,Direct government,"Milwaukee County, WI","Milwaukee County, WI",43.0880199,-87.88868649999999,"1701 E Capitol Dr, Shorewood, WI 53211, USA",ChIJT_os5SUfBYgRYYR4U6NzJNE,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
County of Mobile AL,AL,COUNTY,Direct government,"Mobile County, AL","Mobile County, AL",30.6082227,-88.24611829999999,"Mobile County, AL, USA",ChIJK6FDUmGym4gRO0XgJVIpkUY,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Montgomery MD Water Quality Protection Charge Revenue,MD,COUNTY,Direct government,"Montgomery County, MD","Montgomery County, MD",39.1547426,-77.2405153,"Montgomery County, MD, USA",ChIJh6O4gzUytokRc2ipdwYZC3g,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Moore TN Water Revenue,TN,COUNTY,Direct government,"Moore County, TN","Moore County, TN",35.2700506,-86.357952,"Moore County, Lynchburg, TN, USA",ChIJA87lpnPLY4gRGRyIF0EkkFE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Okanogan WA,WA,COUNTY,Direct government,"Okanogan County, WA","Okanogan County, WA",48.58968309999999,-119.6522139,"Okanogan County, WA, USA",ChIJ9aTB4k_onFQR98C58DrE7kA,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Passaic NJ,NJ,COUNTY,Direct government,"Passaic County, NJ","Passaic County, NJ",40.9134948,-74.1702822,"401 Grand St, Paterson, NJ 07505, USA",ChIJq6r6NzP8wokR_SPnujNLdjM,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
County of Pierce WA Sewer Revenue,WA,COUNTY,Direct government,"Pierce County, WA","Pierce County, WA",47.0675877,-122.1295269,"Pierce County, WA, USA",ChIJKW3I8lgDkVQRH8AROLqXyg0,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Pinal AZ,AZ,COUNTY,Direct government,"Pinal County, AZ","Pinal County, AZ",32.8162061,-111.2845025,"Pinal County, AZ, USA",ChIJ-0CVcqRcKocRs7hv5vsqLVs,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Portage WI,WI,COUNTY,Direct government,"Portage County, WI","Portage County, WI",44.4735957,-89.4742177,"Portage County, WI, USA",ChIJEWUPFM2yAYgRYk42er_nc0k,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Ramsey MN,MN,COUNTY,Direct government,"Ramsey County, MN","Ramsey County, MN",44.9963986,-93.0615978,"Ramsey County, MN, USA",ChIJfyBkuQrV94cRJQ5Uv1531bM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of San Diego CA,CA,COUNTY,Direct government,"San Diego County, CA","San Diego County, CA",32.7213755,-117.1720567,"San Diego County Administration Building, 1600 Pacific Hwy, San Diego, CA 92101, USA",ChIJLyhqaK1U2YARLx2IM-7z2M4,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
County of Warren KY,KY,COUNTY,Direct government,"Warren County, KY","Warren County, KY",36.9886043,-86.49965460000001,"Warren County, KY, USA",ChIJg_FXx4jwZYgRUqp56onlUME,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Westchester NY,NY,COUNTY,Direct government,"Westchester County, NY","Westchester County, NY",41.1220194,-73.7948516,"Westchester County, NY, USA",ChIJr1lrnWrJwokRidu9ImLYDjc,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
County of Williamson TN,TN,COUNTY,Direct government,"Williamson County, TN","Williamson County, TN",35.9179271,-86.86218269999999,"Williamson County, TN, USA",ChIJNUn54OB4Y4gRk0nGyKUQcOU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
County of Yuba CA,CA,COUNTY,Direct government,"Yuba County, CA","Yuba County, CA",39.2547027,-121.3998995,"Yuba County, CA, USA",ChIJIV5ELCiJnIAR6qkoCKN843U,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Covington County Water Authority,AL,COUNTY,Authority/Agency,Covington County,Covington County,31.3066438,-86.49965460000001,"Covington County, AL, USA",ChIJL6eZvYO9kYgR8JpPeJgyi8I,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Covington Independent School District Finance Corp/KY,KY,SCHOOL_DISTRICT,School district,Covington,Covington,39.0836712,-84.5085536,"Covington, KY, USA",ChIJmyVs1KuwQYgRq-Kw61fJ5i4,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Crescenta Valley Water District,CA,SPECIAL_DISTRICT,Special district,Crescenta Valley,Crescenta Valley,34.2223101,-118.2377234,"2700 Foothill Blvd, La Crescenta-Montrose, CA 91214, USA",ChIJaw-7nEXqwoAR0KmZD8H0cmc,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Crestwood School District/MI,MI,SCHOOL_DISTRICT,School district,Crestwood,Crestwood,42.34001809999999,-83.2880591,"Crestwood School District, Dearborn Heights, MI 48127, USA",ChIJa5i6ByBLO4gR0EfyhyrHdr4,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Cross County Rural Water System,AR,SPECIAL_DISTRICT,Special district,Cross County (AR),Cross County (AR),35.4016128,-90.9952086,"134 Flora St, Hickory Ridge, AR 72347, USA",ChIJhXpYFURv1IcRBoFdpqg2rwU,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Crystal City School District No 47,MO,SCHOOL_DISTRICT,School district,Crystal City,Crystal City,38.2263151,-90.3795438,"Crystal City 47 School District, MO, USA",ChIJl0lHPVXp2IcRTlRJ2IhiSqk,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Danville Independent School District Finance Corp,KY,SCHOOL_DISTRICT,School District Finance Corporation,Danville,Danville Independent School District,37.5697961,-84.2858121,"Berea Independent School District, KY 40403, USA",ChIJgX75I5LhQogRWodJ0NnHzHM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Dayton-Montgomery County Port Authority,OH,COUNTY,Authority/Agency,Dayton-Montgomery County,Dayton-Montgomery County,39.7592225,-84.1936144,"Dayton, OH, USA",ChIJAxTdrtWAQIgR5EwO8pLjQKY,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
DeKalb County Reorganized School District No R-1,MO,SCHOOL_DISTRICT,School district,DeKalb County Reorganized,DeKalb County Reorganized,39.8554602,-94.43879,"DeKalb County, MO, USA",ChIJh5bQHB2A6ocRBsx4C3jgIBQ,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Denton County Fresh Water Supply District No 7,TX,SPECIAL_DISTRICT,Special district,Denton County,Denton County,33.1418611,-97.179026,"Denton County, TX, USA",ChIJXQTukxTTTYYR08hsTrvOVUM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Denton County Levee Improvement District No 1,TX,SPECIAL_DISTRICT,Special district,Denton County,Denton County,33.1418611,-97.179026,"Denton County, TX, USA",ChIJXQTukxTTTYYR08hsTrvOVUM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Denver Wastewater Management Division Department of Public Works,CO,CITY,Department,Denver,City of Denver,39.7392358,-104.990251,"Denver, CO, USA",ChIJzxcfI6qAa4cR1jaKJ_j0jhE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Dexter School District No R-11 Stoddard/MO,MO,SCHOOL_DISTRICT,School district,Dexter,Dexter,36.8034906,-90.0186555,"Dexter R-XI School District, MO, USA",ChIJUQ03NyfY14cRBTkqyIF8D58,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Discovery Clean Water Alliance,WA,MULTI_JURISDICTIONAL,Special district,Multiple Washington municipalities,Multiple Washington municipalities,45.6805823,-122.6197044,"8000 NE 52nd Ct, Vancouver, WA 98665, USA",ChIJrTDGS0iulVQRantYfEntJ8w,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
District of Columbia,DC,CITY,Direct government,District of Columbia,City of District of Columbia,38.9009846,-77.0084603,"825 North Capitol St NE, Washington, DC 20002, USA",ChIJqYLJiiC4t4kRopqymZ3T2gQ,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
District of Columbia Water & Sewer Authority,DC,CITY,Authority/Agency,District of Columbia,City of District of Columbia,38.9009846,-77.0084603,"825 North Capitol St NE, Washington, DC 20002, USA",ChIJqYLJiiC4t4kRopqymZ3T2gQ,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Donala Water & Sanitation District,CO,SPECIAL_DISTRICT,Special district,Donala,Donala,39.0562821,-104.8156978,"15850 Holbein Dr, Colorado Springs, CO 80921, USA",ChIJifFnOumybIcRH6xKzvpYkOY,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
DuPage County Forest Preserve District,IL,COUNTY,Special district,DuPage County,DuPage County,42.4628296,-88.0589234,"Redwing Slough Forest Preserve, 41091 Deep Lake Rd, Antioch, IL 60002, USA",ChIJA5MmxISGD4gROw9xa3HE9Sc,GEOMETRIC_CENTER,GoogleGeocodingAPI,EXACT_ISSUER
Dublin Financing Authority,CA,CITY,Financing authority,Dublin,City of Dublin,36.342945,-119.806839,"Halls Corner, CA 93245, USA",ChIJ98DhSOm_lIARC7wfJN-ZAs0,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Dublin Unified School District,CA,SCHOOL_DISTRICT,School district,Dublin,Dublin,37.713038,-121.9074859,"Dublin Unified School District, CA, USA",ChIJZ9UhWhjsj4AR4TY-IJv68Z0,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Dunklin County Reorganized School District No R-3 Holcomb,MO,SCHOOL_DISTRICT,School district,Dunklin County Reorganized,Dunklin County Reorganized,36.2196795,-90.0373201,"Dunklin County, MO, USA",ChIJPYAw5iUk1ocR3rwrJ4xNBrE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Eagle River Water & Sanitation District Water Revenue,CO,SPECIAL_DISTRICT,Special district,Eagle River,Eagle River,39.641452,-106.3942581,"846 Forest Rd, Vail, CO 81657, USA",ChIJk04FZopwaocRvqFm3vsDZto,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
East Bay Municipal Utility District Wastewater System Revenue,CA,SPECIAL_DISTRICT,Special district,"Oakland, Berkeley, and other East Bay cities","Oakland, Berkeley, and other East Bay cities",37.8009706,-122.2704879,"375 11th St, Oakland, CA 94607, USA",ChIJN9tiLrSAj4ARZR49lYy3Xzc,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
East Bay Municipal Utility District Water System Revenue,CA,SPECIAL_DISTRICT,Special district,"Oakland, Berkeley, and other East Bay cities","Oakland, Berkeley, and other East Bay cities",37.8009706,-122.2704879,"375 11th St, Oakland, CA 94607, USA",ChIJN9tiLrSAj4ARZR49lYy3Xzc,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
East Bay Regional Park District,CA,SPECIAL_DISTRICT,Regional commission,East Bay,East Bay,37.72094200000001,-122.0950271,"East Bay Regional Park District - Public Safety, 17930 Lake Chabot Rd, Castro Valley, CA 94546, USA",ChIJbRNvuh-Oj4ARVUfF6sguPHM,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
East Brunswick Township Board Of Education,NJ,SCHOOL_DISTRICT,School district,East Brunswick Township,East Brunswick Township,40.438555,-74.39259799999999,"East Brunswick, NJ, USA",ChIJRRATU5rFw4kRL_c28E2msH4,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
East Central Regional Wastewater Treatment Facilities Operation Board,FL,MULTI_JURISDICTIONAL,Regional commission,East Central Oklahoma Region,East Central Oklahoma Region,27.6648274,-81.5157535,"Florida, USA",ChIJvypWkWV2wYgR0E7HW9MTLvc,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
East County Advanced Water Purification Joint Powers Authority,CA,MULTI_JURISDICTIONAL,Authority/Agency,East County (San Diego),East County (San Diego),32.7945917,-116.9625816,"East County, San Diego, CA, USA",ChIJBZVIpvVd2YAR8x7ZjazmXdc,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
East Lampeter Sewer Authority,PA,CITY,Authority/Agency,East Lampeter Township,East Lampeter Township,40.04080030000001,-76.2131474,"East Lampeter Township, PA, USA",ChIJF1Fh3o07xokR0XqsmTtDC80,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
East Montgomery Municipal Utility District No 3,TX,SPECIAL_DISTRICT,Special district,East Montgomery,East Montgomery,30.1432231,-95.4161437,"1710 Ashton Village Dr, Spring, TX 77386, USA",ChIJVVWZ3XQ2R4YR28mC3oef5NU,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Easton Area Joint Sewer Authority/The,PA,MULTI_JURISDICTIONAL,Authority/Agency,Easton Area,Easton Area,40.7177416,-75.2362381,"Easton Area School District, PA, USA",ChIJfzmHeO5vxIkRFBpKeMZ8Rho,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Eatontown Board of Education,NJ,SCHOOL_DISTRICT,School district,Eatontown,Eatontown,40.2964252,-74.06351269999999,"5 Grant Ave, Eatontown, NJ 07724, USA",ChIJWZ7DwKUvwokRzuXuf7tawQ8,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Eclipse Funding Trust,N/A - Financial Vehicle,OTHER,Trust/Fund,N/A - Financial Vehicle,N/A - Financial Vehicle,,,,,,GoogleGeocodingAPI,FINANCIAL_VEHICLE
Economy Borough Municipal Authority,PA,CITY,Authority/Agency,Economy Borough,Economy Borough,40.6508973,-80.1763467,"Economy, PA, USA",ChIJ4SnwsfVjNIgR6RQ-ReAaco8,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Edgewood Independent School District/Bexar County,TX,SCHOOL_DISTRICT,School district,Edgewood,Edgewood,29.4078474,-98.5830907,"Edgewood Independent School District, TX, USA",ChIJ53bbmP1bXIYR7LduB_42thE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Edmonson County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Edmonson County,Edmonson County,38.3172361,-84.56414699999999,"Scott County School District, KY, USA",ChIJFcUFGcI9QogRMZf5-FWA35g,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Empire State Development Corp,NY,STATE,Development corporation,New York,State of New York,40.7127753,-74.0059728,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Ephrata Borough Authority,PA,CITY,Authority/Agency,Ephrata,City of Ephrata,40.1778059,-76.17955549999999,"124 S State St, Ephrata, PA 17522, USA",ChIJ2RNuSZ0WxokREgIYMMz6ngE,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Escanaba Area Public Schools,MI,SCHOOL_DISTRICT,School district,Escanaba Area,Escanaba Area,45.755453,-87.1853833,"Escanaba Area Public Schools, MI, USA",ChIJXbFelJTtTU0RvdNWuvt9Sew,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Esparto Unified School District,CA,SCHOOL_DISTRICT,School district,Esparto,Esparto,38.8082048,-122.1291843,"Esparto Unified School District, CA, USA",ChIJR32hry-ThIARr3KKcMqVl0w,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Essexville-Hampton Public Schools/MI,MI,SCHOOL_DISTRICT,School district,Essexville-Hampton,Essexville-Hampton,43.61192990000001,-83.7730237,"Essexville-Hampton Public Schools, MI 48732, USA",ChIJT2hWVLviI4gRFMP4igtsMhs,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Fairborn City School District,OH,SCHOOL_DISTRICT,School district,Fairborn City,Fairborn City,39.8077867,-84.0378894,"Fairborn City School District, OH, USA",ChIJE58JguGdQIgRvG5PfJUalOo,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Fairfield-Suisun Unified School District,CA,SCHOOL_DISTRICT,School district,Fairfield-Suisun,Fairfield-Suisun,38.231101,-122.0382856,"Fairfield-Suisun Unified School District, CA, USA",ChIJ5WMF9ihrhYARKqHbfKBlrQE,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Fallbrook Public Utility District/San Diego County CA Wastewater Revenue,CA,SPECIAL_DISTRICT,Special district,Diego County,Diego County,32.8255245,-117.1312866,"4677 Overland Ave, San Diego, CA 92123, USA",ChIJ8chlFsr_24AR6girEnx4r_U,ROOFTOP,GoogleGeocodingAPI,FUZZY_UPJ
Fergus Falls Housing & Redevelopment Authority,MN,CITY,Development corporation,Fergus Falls,City of Fergus Falls,46.2816329,-96.0751022,"112 W Washington Ave, Fergus Falls, MN 56537, USA",ChIJVVUlail0yVIR-sUEyW3D6qs,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Finance Authority of Maine,ME,STATE,Financing authority,Maine,State of Maine,44.30717380000001,-69.7818272,"Maine State House, Augusta, ME 04333, USA",ChIJE5_i9rUGskwR_u_-oN8gt3Y,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Florence Township Board of Education,NJ,SCHOOL_DISTRICT,School district,Florence Township,Florence Township,40.6963917,-74.2699775,"Union, NJ, USA",ChIJm6qdb5-tw4kRTAVvGSoycAU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Florida Department of Environmental Protection,FL,STATE,Department,Florida,State of Florida,30.4381328,-84.2825836,"400 S Monroe St, Tallahassee, FL 32399, USA",ChIJiZpxLnD17IgR7O0vpt5qBSw,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Florida Development Finance Corp,FL,STATE,Financing authority,Florida,State of Florida,30.4381328,-84.2825836,"400 S Monroe St, Tallahassee, FL 32399, USA",ChIJiZpxLnD17IgR7O0vpt5qBSw,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Floyd County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Floyd County,Floyd County,37.5455463,-82.7778579,"Floyd County School District, KY, USA",ChIJx0VEgZAaRYgRgrXuR8QJxFk,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Flushing Community Schools,MI,SCHOOL_DISTRICT,School district,Flushing,Flushing,43.0687917,-83.8685072,"Flushing Community Schools, MI, USA",ChIJU91aHL2eI4gRX8aghll048M,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Forest Area School District,PA,SCHOOL_DISTRICT,School district,Forest Area,Forest Area,41.4817143,-79.1096901,"Forest Area School District, PA, USA",ChIJsfLtuC4vzYkR7vSLM2KxZhM,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Fort Bend County Levee Improvement District No 7,TX,SPECIAL_DISTRICT,Special district,Fort Bend County,Fort Bend County,29.5692614,-95.8142885,"Fort Bend County, TX, USA",ChIJJ8TgvjLbQIYRVey1STdj-Lk,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Fort Bend County Municipal Utility District No 134C,TX,SPECIAL_DISTRICT,Special district,Fort Bend County,Fort Bend County,29.6669174,-95.6304484,"10322 Old Towne Ln, Sugar Land, TX 77498, USA",ChIJ___z1ljnQIYRJ8_TvxzKtJI,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Fort Bend County Municipal Utility District No 152,TX,SPECIAL_DISTRICT,Special district,Fort Bend County,Fort Bend County,29.6669174,-95.6304484,"10322 Old Towne Ln, Sugar Land, TX 77498, USA",ChIJ___z1ljnQIYRJ8_TvxzKtJI,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Fort Bend County Municipal Utility District No 194,TX,SPECIAL_DISTRICT,Special district,Fort Bend County,Fort Bend County,29.6669174,-95.6304484,"10322 Old Towne Ln, Sugar Land, TX 77498, USA",ChIJ___z1ljnQIYRJ8_TvxzKtJI,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Fort Bend Independent School District,TX,SCHOOL_DISTRICT,School district,Fort Bend,Fort Bend,29.5560621,-95.5827334,"Fort Bend Independent School District, TX, USA",ChIJCfJjleHlQIYR3Ys2NG9f7eE,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Fort Payne Waterworks Board,AL,CITY,Public utility,Fort Payne,City of Fort Payne,34.4442547,-85.7196893,"Fort Payne, AL, USA",ChIJAfqZ2jHWYYgRlipM42eORxQ,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Fort Thomas Independent School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Fort Thomas,Fort Thomas,39.0799481,-84.4540213,"Fort Thomas Independent School District, KY, USA",ChIJeWKyRMOxQYgReWayi-kQZDE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Frankfort Independent School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Frankfort,Frankfort,38.1995975,-84.87242839999999,"Frankfort Independent School District, Frankfort, KY 40601, USA",ChIJS0txpLZ0QogR-UMCLrjGkl4,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Franklin County Solid Waste Management Authority/NY,NY,COUNTY,Authority/Agency,"Franklin County, NY","Franklin County, NY",40.6940971,-73.9845211,"15 MetroTech Center #15, Brooklyn, NY 11201, USA",ChIJW_6G50pawokRkIsJB1mhj4U,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Franklin Township Municipal Sanitary Authority,PA,CITY,Special district,Franklin Township,Franklin Township,40.4125358,-79.72487,"3001 Meadowbrook Rd, Murrysville, PA 15668, USA",ChIJRcK2rBvCNIgRdTV6uD6RFxU,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Franklin Township Sewer Authority,PA,CITY,Authority/Agency,Franklin Township,Franklin Township,40.8335217,-80.1986649,"Franklin Township, PA, USA",ChIJS9hedx15NIgRs0iy3VDVQq8,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Frankton-Lapel Community Schools,IN,SCHOOL_DISTRICT,School district,Frankton-Lapel,Frankton-Lapel,40.11055390000001,-85.80766,"Frankton-Lapel Community Schools, IN, USA",ChIJY3owGEPDFIgR0st-DP-Nv9Y,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Fremont Union High School District,CA,SCHOOL_DISTRICT,School district,Fremont Union High,Fremont Union High,37.3262149,-122.0610174,"Fremont Union High School District, CA, USA",ChIJoVR47RW0j4ARjaXollO6YUs,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
