FIPS_7digit,city_name,state,ID,STATE,FIPS_PLACE_ID,JURIS,year,fog,initiative,referendum,partisan,termlimits,termlength,districts
120104,Decatur,AL,183976,AL,20104,City of Decatur,2022,1.0,,0.0,0.0,0.0,4.0,districts
120104,Decatur,AL,183976,AL,20104,City of Decatur,2023,1.0,,0.0,0.0,0.0,4.0,districts
120104,Decatur,AL,183976,AL,20104,City of Decatur,2024,1.0,,0.0,0.0,0.0,4.0,districts
121184,Dothan,AL,184147,AL,21184,City of Dothan,2010,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2011,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2012,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2013,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2014,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2015,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2016,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2017,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2018,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2019,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2020,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2021,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2022,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2023,2.0,0.0,0.0,0.0,0.0,4.0,combo
121184,Dothan,AL,184147,AL,21184,City of Dothan,2024,2.0,0.0,0.0,0.0,0.0,4.0,combo
135896,Hoover,AL,183913,AL,35896,HOOVER,2010,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2011,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2012,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2013,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2014,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2015,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2016,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2017,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2018,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2019,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2020,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2021,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2022,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2023,1.0,,,0.0,0.0,4.0,at-large
135896,Hoover,AL,183913,AL,35896,HOOVER,2024,1.0,,,0.0,0.0,4.0,at-large
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2010,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2011,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2012,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2013,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2014,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2015,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2016,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2017,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2018,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2019,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2020,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2021,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2022,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2023,1.0,0.0,0.0,0.0,0.0,4.0,districts
137000,Huntsville,AL,184035,AL,37000,City of Huntsville,2024,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2010,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2011,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2012,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2013,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2014,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2015,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2016,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2017,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2018,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2019,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2020,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2021,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2022,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2023,1.0,0.0,0.0,0.0,0.0,4.0,districts
150000,Mobile,AL,207773,AL,50000,City of Mobile,2024,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2010,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2011,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2012,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2013,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2014,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2015,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2016,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2017,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2018,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2019,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2020,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2021,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2022,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2023,1.0,0.0,0.0,0.0,0.0,4.0,districts
151000,Montgomery,AL,128277,AL,51000,City of Montgomery,2024,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2010,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2011,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2012,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2013,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2014,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2015,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2016,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2017,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2018,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2019,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2020,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2021,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2022,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2023,1.0,0.0,0.0,0.0,0.0,4.0,districts
177256,Tuscaloosa,AL,183931,AL,77256,City of Tuscaloosa,2024,1.0,0.0,0.0,0.0,0.0,4.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2010,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2011,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2012,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2013,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2014,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2015,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2016,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2017,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2018,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2019,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2020,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2021,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2022,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2023,1.0,1.0,1.0,0.0,1.0,3.0,districts
203000,Anchorage,AK,207268,AK,3000,Municipality of Anchorage,2024,1.0,1.0,1.0,0.0,1.0,3.0,districts
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2010,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2011,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2012,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2013,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2014,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2015,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2016,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2017,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2018,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2019,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2020,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2021,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2022,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2023,2.0,1.0,1.0,0.0,1.0,4.0,at-large
404720,Avondale,AZ,202863,AZ,4720,City of Avondale,2024,2.0,1.0,1.0,0.0,1.0,4.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2010,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2011,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2012,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2013,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2014,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2015,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2016,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2017,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2018,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2019,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2020,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2021,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2022,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2023,2.0,1.0,1.0,0.0,1.0,2.0,at-large
412000,Chandler,AZ,160213,AZ,12000,City of Chandler,2024,2.0,1.0,1.0,0.0,1.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2010,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2011,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2012,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2013,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2014,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2015,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2016,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2017,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2018,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2019,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2020,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2021,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2022,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2023,2.0,1.0,1.0,0.0,0.0,2.0,at-large
423620,Flagstaff,AZ,203076,AZ,23620,City of Flagstaff,2024,2.0,1.0,1.0,0.0,0.0,2.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2010,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2011,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2012,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2013,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2014,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2015,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2016,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2017,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2018,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2019,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2020,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2021,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2022,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2023,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427400,Gilbert,AZ,202790,AZ,27400,Town of Gilbert,2024,2.0,1.0,1.0,0.0,0.0,4.0,at-large
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2010,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2011,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2012,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2013,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2014,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2015,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2016,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2017,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2018,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2019,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2020,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2021,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2022,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2023,2.0,1.0,1.0,0.0,0.0,4.0,combo
427820,Glendale,AZ,202843,AZ,27820,City of Glendale,2024,2.0,1.0,1.0,0.0,0.0,4.0,combo
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2010,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2011,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2012,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2013,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2014,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2015,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2016,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2017,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2018,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2019,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2020,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2021,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2022,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2023,2.0,1.0,1.0,0.0,0.0,4.0,at-large
439370,Lake Havasu City,AZ,203162,AZ,39370,City of Lake Havasu City,2024,2.0,1.0,1.0,0.0,0.0,4.0,at-large
446000,Mesa,AZ,202743,AZ,46000,City of Mesa,2010,2.0,1.0,1.0,0.0,1.0,4.0,combo
446000,Mesa,AZ,202743,AZ,46000,City of Mesa,2011,2.0,1.0,1.0,0.0,1.0,4.0,combo
446000,Mesa,AZ,202743,AZ,46000,City of Mesa,2012,2.0,1.0,1.0,0.0,1.0,4.0,combo
446000,Mesa,AZ,202743,AZ,46000,City of Mesa,2013,2.0,1.0,1.0,0.0,1.0,4.0,combo
446000,Mesa,AZ,202743,AZ,46000,City of Mesa,2014,2.0,1.0,1.0,0.0,1.0,4.0,combo
446000,Mesa,AZ,202743,AZ,46000,City of Mesa,2015,2.0,1.0,1.0,0.0,1.0,4.0,combo
